,Date,Close
0,2021-01-01,11.8477
1,2021-01-02,12.2215
2,2021-01-03,13.6814
3,2021-01-04,13.5935
4,2021-01-05,14.5162
5,2021-01-06,17.2322
6,2021-01-07,15.9628
7,2021-01-08,15.2381
8,2021-01-09,17.5501
9,2021-01-10,16.206
10,2021-01-11,14.6393
11,2021-01-12,13.9655
12,2021-01-13,15.9356
13,2021-01-14,17.9804
14,2021-01-15,20.7375
15,2021-01-16,20.1054
16,2021-01-17,23.2819
17,2021-01-18,22.0336
18,2021-01-19,20.5557
19,2021-01-20,21.8482
20,2021-01-21,18.4119
21,2021-01-22,21.5519
22,2021-01-23,24.8046
23,2021-01-24,24.7935
24,2021-01-25,23.3418
25,2021-01-26,23.0981
26,2021-01-27,20.9586
27,2021-01-28,23.0145
28,2021-01-29,22.748
29,2021-01-30,23.6399
30,2021-01-31,22.5613
31,2021-02-01,22.8757
32,2021-02-02,23.6582
33,2021-02-03,25.087
34,2021-02-04,24.492
35,2021-02-05,26.3034
36,2021-02-06,25.0231
37,2021-02-07,24.7254
38,2021-02-08,25.4115
39,2021-02-09,27.6034
40,2021-02-10,26.8121
41,2021-02-11,27.8475
42,2021-02-12,30.6265
43,2021-02-13,34.1941
44,2021-02-14,33.1565
45,2021-02-15,32.5899
46,2021-02-16,31.9632
47,2021-02-17,32.2324
48,2021-02-18,32.4801
49,2021-02-19,34.6846
50,2021-02-20,33.9387
51,2021-02-21,34.0915
52,2021-02-22,31.4542
53,2021-02-23,25.9249
54,2021-02-24,28.0851
55,2021-02-25,24.7144
56,2021-02-26,25.1862
57,2021-02-27,26.1896
58,2021-02-28,24.7016
59,2021-03-01,27.7116
60,2021-03-02,28.4769
61,2021-03-03,29.85
62,2021-03-04,27.6943
63,2021-03-05,27.8343
64,2021-03-06,28.1479
65,2021-03-07,28.5932
66,2021-03-08,31.8469
67,2021-03-09,31.4914
68,2021-03-10,29.9036
69,2021-03-11,30.1166
70,2021-03-12,28.3553
71,2021-03-13,29.7384
72,2021-03-14,28.5469
73,2021-03-15,27.5091
74,2021-03-16,27.9099
75,2021-03-17,31.0579
76,2021-03-18,29.3949
77,2021-03-19,29.777
78,2021-03-20,29.6465
79,2021-03-21,29.2097
80,2021-03-22,27.2431
81,2021-03-23,26.7813
82,2021-03-24,24.8684
83,2021-03-25,25.535
84,2021-03-26,27.3927
85,2021-03-27,26.8766
86,2021-03-28,26.6588
87,2021-03-29,28.0357
88,2021-03-30,27.8301
89,2021-03-31,29.4167
90,2021-04-01,30.0684
91,2021-04-02,32.4864
92,2021-04-03,29.293
93,2021-04-04,30.7471
94,2021-04-05,32.3791
95,2021-04-06,34.725
96,2021-04-07,31.109
97,2021-04-08,32.7884
98,2021-04-09,31.5893
99,2021-04-10,31.8944
100,2021-04-11,33.8811
101,2021-04-12,33.108
102,2021-04-13,35.5217
103,2021-04-14,41.3641
104,2021-04-15,42.5601
