,Date,Close
0,2021-01-01,37.7762
1,2021-01-02,38.2331
2,2021-01-03,41.2575
3,2021-01-04,41.1333
4,2021-01-05,41.8219
5,2021-01-06,42.2417
6,2021-01-07,43.5728
7,2021-01-08,42.356
8,2021-01-09,43.8479
9,2021-01-10,42.4031
10,2021-01-11,38.1674
11,2021-01-12,38.2541
12,2021-01-13,40.1114
13,2021-01-14,41.8723
14,2021-01-15,40.8668
15,2021-01-16,43.142
16,2021-01-17,45.8675
17,2021-01-18,45.3412
18,2021-01-19,42.5241
19,2021-01-20,42.6069
20,2021-01-21,38.6343
21,2021-01-22,40.8936
22,2021-01-23,40.9109
23,2021-01-24,41.8263
24,2021-01-25,41.8347
25,2021-01-26,41.8396
26,2021-01-27,40.8826
27,2021-01-28,42.5254
28,2021-01-29,42.8618
29,2021-01-30,44.7849
30,2021-01-31,44.3292
31,2021-02-01,51.4781
32,2021-02-02,51.0071
33,2021-02-03,52.12
34,2021-02-04,55.9599
35,2021-02-05,67.7005
36,2021-02-06,72.8356
37,2021-02-07,68.3542
38,2021-02-08,79.8374
39,2021-02-09,107.3469
40,2021-02-10,128.9711
41,2021-02-11,124.085
42,2021-02-12,136.6139
43,2021-02-13,133.3496
44,2021-02-14,135.8623
45,2021-02-15,130.303
46,2021-02-16,130.183
47,2021-02-17,165.3233
48,2021-02-18,195.6
49,2021-02-19,333.111
50,2021-02-20,253.0
51,2021-02-21,295.2597
52,2021-02-22,267.5147
53,2021-02-23,231.3646
54,2021-02-24,254.5056
55,2021-02-25,234.9146
56,2021-02-26,221.717
57,2021-02-27,225.3853
58,2021-02-28,210.2138
59,2021-03-01,254.9637
60,2021-03-02,239.6841
61,2021-03-03,240.5701
62,2021-03-04,229.6369
63,2021-03-05,225.4714
64,2021-03-06,226.3814
65,2021-03-07,240.11
66,2021-03-08,240.5509
67,2021-03-09,293.2052
68,2021-03-10,278.4499
69,2021-03-11,290.0301
70,2021-03-12,263.2201
71,2021-03-13,276.2822
72,2021-03-14,263.238
73,2021-03-15,254.5144
74,2021-03-16,258.5352
75,2021-03-17,269.7896
76,2021-03-18,261.4816
77,2021-03-19,262.935
78,2021-03-20,264.3023
79,2021-03-21,264.6513
80,2021-03-22,254.7976
81,2021-03-23,255.4646
82,2021-03-24,248.5236
83,2021-03-25,233.9466
84,2021-03-26,255.2105
85,2021-03-27,269.2234
86,2021-03-28,268.4263
87,2021-03-29,275.2991
88,2021-03-30,311.2962
89,2021-03-31,302.3724
90,2021-04-01,334.7991
91,2021-04-02,338.2932
92,2021-04-03,321.9497
93,2021-04-04,348.8617
94,2021-04-05,368.0263
95,2021-04-06,403.3648
96,2021-04-07,375.5538
97,2021-04-08,418.7048
98,2021-04-09,453.9937
99,2021-04-10,471.2975
100,2021-04-11,525.9275
101,2021-04-12,596.7104
102,2021-04-13,551.6442
103,2021-04-14,550.0182
104,2021-04-15,541.8824
105,2021-04-16,508.2743
106,2021-04-17,514.6861
107,2021-04-18,481.4367
108,2021-04-19,504.0322
109,2021-04-20,586.3635
110,2021-04-21,543.6327
111,2021-04-22,505.2411
112,2021-04-23,526.5357
113,2021-04-24,496.992
114,2021-04-25,505.0
115,2021-04-26,535.33
116,2021-04-27,568.78
117,2021-04-28,562.78
118,2021-04-29,599.7
119,2021-04-30,622.65
120,2021-05-01,620.0
121,2021-05-02,621.78
122,2021-05-03,676.15
123,2021-05-04,609.3
124,2021-05-05,651.1
125,2021-05-06,633.99
126,2021-05-07,624.3
127,2021-05-08,646.1
128,2021-05-09,661.74
129,2021-05-10,631.1
130,2021-05-11,671.91
131,2021-05-12,594.65
132,2021-05-13,571.1
