Date,Close
2021-01-04,13.113499641418457
2021-01-05,13.404749870300293
2021-01-06,12.614500045776367
2021-01-07,13.343999862670898
2021-01-08,13.276749610900879
2021-01-11,13.621500015258789
2021-01-12,13.484749794006348
2021-01-13,13.531749725341797
2021-01-14,13.200249671936035
2021-01-15,12.85949993133545
2021-01-19,13.025250434875488
2021-01-20,13.365750312805176
2021-01-21,13.867500305175781
2021-01-22,13.712499618530273
2021-01-25,13.653249740600586
2021-01-26,13.435250282287598
2021-01-27,12.917750358581543
2021-01-28,13.050999641418457
2021-01-29,12.989749908447266
2021-02-01,13.237000465393066
2021-02-02,13.556750297546387
2021-02-03,13.530500411987305
2021-02-04,13.664250373840332
2021-02-05,13.590999603271484
2021-02-08,14.438750267028809
2021-02-09,14.263250350952148
2021-02-10,14.764249801635742
2021-02-11,15.250749588012695
2021-02-12,14.961250305175781
2021-02-16,15.330249786376953
2021-02-17,14.906000137329102
2021-02-18,14.829000473022461
2021-02-19,14.92650032043457
2021-02-22,14.35575008392334
2021-02-23,14.142000198364258
2021-02-24,14.49899959564209
2021-02-25,13.307499885559082
2021-02-26,13.714500427246094
2021-03-01,13.841750144958496
2021-03-02,13.40625
2021-03-03,12.804750442504883
2021-03-04,12.37024974822998
2021-03-05,12.46150016784668
2021-03-08,11.593250274658203
2021-03-09,12.52025032043457
2021-03-10,12.468250274658203
2021-03-11,12.993499755859375
2021-03-12,12.855999946594238
2021-03-15,13.19124984741211
2021-03-16,13.291250228881836
2021-03-17,13.3412504196167
2021-03-18,12.72249984741211
2021-03-19,12.845749855041504
2021-03-22,13.186249732971191
2021-03-23,13.07075023651123
2021-03-24,12.642999649047852
2021-03-25,12.535249710083008
2021-03-26,12.839249610900879
2021-03-29,12.948249816894531
2021-03-30,12.871749877929688
2021-03-31,13.348250389099121
2021-04-01,13.811750411987305
2021-04-05,13.987500190734863
2021-04-06,13.861499786376953
2021-04-07,14.143500328063965
2021-04-08,14.317000389099121
2021-04-09,14.399999618530273
2021-04-12,15.208999633789062
2021-04-13,15.679499626159668
2021-04-14,15.277000427246094
2021-04-15,16.137250900268555
2021-04-16,15.912500381469727
2021-04-19,15.361749649047852
2021-04-20,15.171250343322754
2021-04-21,15.36050033569336
2021-04-22,14.850250244140625
2021-04-23,15.265250205993652
2021-04-26,15.477999687194824
2021-04-27,15.381750106811523
2021-04-28,15.276749610900879
2021-04-29,15.324749946594238
2021-04-30,15.009499549865723
2021-05-03,14.836750030517578
2021-05-04,14.351249694824219
2021-05-05,14.458499908447266
2021-05-06,14.52299976348877
2021-05-07,14.812250137329102
2021-05-10,14.26574993133545
2021-05-11,14.306249618530273
2021-05-12,13.758500099182129
2021-05-13,13.665249824523926
2021-05-14,14.243000030517578
2021-05-17,14.165499687194824
2021-05-18,14.01574993133545
2021-05-19,14.065750122070312
2021-05-20,14.612500190734863
2021-05-21,14.99174976348877
2021-05-24,15.612000465393066
2021-05-25,15.647749900817871
2021-05-26,15.699999809265137
2021-05-27,15.48799991607666
2021-05-28,16.24449920654297
2021-06-01,16.26449966430664
2021-06-02,16.778249740600586
2021-06-03,16.969749450683594
2021-06-04,17.578250885009766
2021-06-07,17.618999481201172
2021-06-08,17.457000732421875
2021-06-09,17.35824966430664
2021-06-10,17.424999237060547
2021-06-11,17.82525062561035
2021-06-14,18.018749237060547
2021-06-15,17.78849983215332
2021-06-16,17.81024932861328
2021-06-17,18.657249450683594
2021-06-18,18.638750076293945
2021-06-21,18.427249908447266
2021-06-22,18.886749267578125
2021-06-23,19.057249069213867
2021-06-24,19.20549964904785
2021-06-25,19.0310001373291
2021-06-28,19.985000610351562
2021-06-29,20.026750564575195
2021-06-30,20.002500534057617
2021-07-01,20.211999893188477
2021-07-02,20.48699951171875
2021-07-06,20.69849967956543
2021-07-07,20.371749877929688
2021-07-08,19.90275001525879
2021-07-09,20.050249099731445
2021-07-12,20.512500762939453
2021-07-13,20.25
2021-07-14,19.84149932861328
2021-07-15,18.966249465942383
2021-07-16,18.160999298095703
2021-07-19,18.77975082397461
2021-07-20,18.61199951171875
2021-07-21,19.40999984741211
2021-07-22,19.5939998626709
2021-07-23,19.558000564575195
2021-07-26,19.29400062561035
2021-07-27,19.20800018310547
2021-07-28,19.503000259399414
2021-07-29,19.66200065612793
2021-07-30,19.499000549316406
2021-08-02,19.75
2021-08-03,19.815000534057617
2021-08-04,20.27400016784668
2021-08-05,20.636999130249023
2021-08-06,20.365999221801758
2021-08-09,20.295000076293945
2021-08-10,19.93600082397461
2021-08-11,19.698999404907227
2021-08-12,19.905000686645508
2021-08-13,20.187999725341797
2021-08-16,19.950000762939453
2021-08-17,19.45800018310547
2021-08-18,19.040000915527344
2021-08-19,19.79800033569336
2021-08-20,20.81599998474121
2021-08-23,21.95800018310547
2021-08-24,21.792999267578125
2021-08-25,22.21299934387207
2021-08-26,22.06800079345703
2021-08-27,22.63599967956543
2021-08-30,22.687999725341797
2021-08-31,22.385000228881836
2021-09-01,22.44099998474121
2021-09-02,22.395999908447266
2021-09-03,22.843000411987305
2021-09-07,22.66200065612793
2021-09-08,22.339000701904297
2021-09-09,22.177000045776367
2021-09-10,22.47800064086914
2021-09-13,22.152000427246094
2021-09-14,22.242000579833984
2021-09-15,22.340999603271484
2021-09-16,22.242000579833984
