,Date,Close
0,2021-01-01,8.2776
1,2021-01-02,9.2037
2,2021-01-03,10.1307
3,2021-01-04,9.5126
4,2021-01-05,9.7084
5,2021-01-06,10.0679
6,2021-01-07,9.6439
7,2021-01-08,9.2998
8,2021-01-09,9.7354
9,2021-01-10,9.2911
10,2021-01-11,8.2691
11,2021-01-12,8.3078
12,2021-01-13,10.9486
13,2021-01-14,14.4867
14,2021-01-15,13.1679
15,2021-01-16,17.9893
16,2021-01-17,17.0832
17,2021-01-18,16.5898
18,2021-01-19,16.3933
19,2021-01-20,17.9808
20,2021-01-21,15.9818
21,2021-01-22,17.1207
22,2021-01-23,18.7446
23,2021-01-24,17.9745
24,2021-01-25,17.207
25,2021-01-26,17.1013
26,2021-01-27,15.43
27,2021-01-28,16.8643
28,2021-01-29,16.7968
29,2021-01-30,16.5349
30,2021-01-31,16.1128
31,2021-02-01,16.4385
32,2021-02-02,17.1765
33,2021-02-03,20.8538
34,2021-02-04,19.6677
35,2021-02-05,20.84
36,2021-02-06,20.3734
37,2021-02-07,19.7345
38,2021-02-08,22.9853
39,2021-02-09,23.0846
40,2021-02-10,23.5821
41,2021-02-11,25.0224
42,2021-02-12,28.6555
43,2021-02-13,27.9364
44,2021-02-14,26.8724
45,2021-02-15,27.8021
46,2021-02-16,30.0832
47,2021-02-17,31.9862
48,2021-02-18,31.11
49,2021-02-19,34.824
50,2021-02-20,38.942
51,2021-02-21,39.5863
52,2021-02-22,37.6143
53,2021-02-23,34.5325
54,2021-02-24,33.6396
55,2021-02-25,31.2341
56,2021-02-26,31.4362
57,2021-02-27,33.4575
58,2021-02-28,33.8
59,2021-03-01,35.6273
60,2021-03-02,36.1393
61,2021-03-03,37.0985
62,2021-03-04,35.2166
63,2021-03-05,33.6194
64,2021-03-06,33.3596
65,2021-03-07,35.095
66,2021-03-08,34.9737
67,2021-03-09,38.1882
68,2021-03-10,37.5494
69,2021-03-11,36.9026
70,2021-03-12,35.9551
71,2021-03-13,37.1418
72,2021-03-14,36.4427
73,2021-03-15,34.2963
74,2021-03-16,35.3987
