,Date,Close
0,2021-01-01,0.23746
1,2021-01-02,0.22064
2,2021-01-03,0.2254
3,2021-01-04,0.23565
4,2021-01-05,0.22573
5,2021-01-06,0.24854
6,2021-01-07,0.32389
7,2021-01-08,0.32032
8,2021-01-09,0.32419
9,2021-01-10,0.31491
10,2021-01-11,0.28743
11,2021-01-12,0.29254
12,2021-01-13,0.30582
13,2021-01-14,0.29642
14,2021-01-15,0.27991
15,2021-01-16,0.27924
16,2021-01-17,0.27746
17,2021-01-18,0.28528
18,2021-01-19,0.29396
19,2021-01-20,0.29539
20,2021-01-21,0.26802
21,2021-01-22,0.27217
22,2021-01-23,0.27167
23,2021-01-24,0.27339
24,2021-01-25,0.26757
25,2021-01-26,0.26834
26,2021-01-27,0.25039
27,2021-01-28,0.26407
28,2021-01-29,0.2829
29,2021-01-30,0.44372
30,2021-01-31,0.49507
31,2021-02-01,0.37106
32,2021-02-02,0.37254
33,2021-02-03,0.39721
34,2021-02-04,0.44545
35,2021-02-05,0.45219
36,2021-02-06,0.44307
37,2021-02-07,0.41849
38,2021-02-08,0.45099
39,2021-02-09,0.47636
40,2021-02-10,0.50429
41,2021-02-11,0.52806
42,2021-02-12,0.609
43,2021-02-13,0.63309
44,2021-02-14,0.59211
45,2021-02-15,0.54976
46,2021-02-16,0.51995
47,2021-02-17,0.53467
48,2021-02-18,0.53204
49,2021-02-19,0.56465
50,2021-02-20,0.51167
51,2021-02-21,0.54468
52,2021-02-22,0.56646
53,2021-02-23,0.47579
54,2021-02-24,0.4686
55,2021-02-25,0.43601
56,2021-02-26,0.42788
57,2021-02-27,0.43589
58,2021-02-28,0.41565
59,2021-03-01,0.44537
60,2021-03-02,0.4357
61,2021-03-03,0.44846
62,2021-03-04,0.48096
63,2021-03-05,0.45457
64,2021-03-06,0.46285
65,2021-03-07,0.46558
66,2021-03-08,0.47412
67,2021-03-09,0.4849
68,2021-03-10,0.46155
69,2021-03-11,0.45187
70,2021-03-12,0.43934
71,2021-03-13,0.45787
72,2021-03-14,0.43905
73,2021-03-15,0.43574
74,2021-03-16,0.46024
75,2021-03-17,0.4698
76,2021-03-18,0.46893
77,2021-03-19,0.46651
78,2021-03-20,0.52613
79,2021-03-21,0.51651
80,2021-03-22,0.5441
81,2021-03-23,0.5498
82,2021-03-24,0.48021
83,2021-03-25,0.51058
84,2021-03-26,0.56357
85,2021-03-27,0.54752
86,2021-03-28,0.54552
87,2021-03-29,0.56538
88,2021-03-30,0.5621
89,2021-03-31,0.56982
90,2021-04-01,0.57087
91,2021-04-02,0.60701
92,2021-04-03,0.57831
93,2021-04-04,0.635
94,2021-04-05,0.91584
95,2021-04-06,1.09663
96,2021-04-07,0.91542
97,2021-04-08,1.05599
98,2021-04-09,1.01721
99,2021-04-10,1.3728
100,2021-04-11,1.35118
101,2021-04-12,1.46843
102,2021-04-13,1.79611
103,2021-04-14,1.83468
104,2021-04-15,1.75781
105,2021-04-16,1.54805
106,2021-04-17,1.53896
107,2021-04-18,1.40797
108,2021-04-19,1.30945
109,2021-04-20,1.38501
110,2021-04-21,1.29097
111,2021-04-22,1.15489
112,2021-04-23,1.17073
113,2021-04-24,1.04833
114,2021-04-25,1.0351
115,2021-04-26,1.3629
116,2021-04-27,1.4017
117,2021-04-28,1.3576
118,2021-04-29,1.3978
119,2021-04-30,1.5988
120,2021-05-01,1.651
121,2021-05-02,1.5605
122,2021-05-03,1.5546
123,2021-05-04,1.3877
124,2021-05-05,1.6133
125,2021-05-06,1.6028
126,2021-05-07,1.5793
127,2021-05-08,1.5611
128,2021-05-09,1.5345
129,2021-05-10,1.3906
130,2021-05-11,1.4786
131,2021-05-12,1.2691
132,2021-05-13,1.364
133,2021-05-14,1.4
134,2021-05-15,1.4904
135,2021-05-16,1.4496
136,2021-05-17,1.4946
137,2021-05-18,1.5889
138,2021-05-19,1.0568
139,2021-05-20,1.1795
140,2021-05-21,1.0062
141,2021-05-22,0.9052
142,2021-05-23,0.7898
143,2021-05-24,0.993
144,2021-05-25,0.9746
145,2021-05-26,1.0316
146,2021-05-27,0.9747
147,2021-05-28,0.8985
148,2021-05-29,0.8318
149,2021-05-30,0.9058
150,2021-05-31,1.0409
151,2021-06-01,1.0108
152,2021-06-02,1.0241
153,2021-06-03,1.045
154,2021-06-04,0.9683
155,2021-06-05,0.923
156,2021-06-06,0.947
157,2021-06-07,0.8618
158,2021-06-08,0.8731
159,2021-06-09,0.9218
160,2021-06-10,0.8686
161,2021-06-11,0.8471
162,2021-06-12,0.8326
163,2021-06-13,0.8832
164,2021-06-14,0.8906
165,2021-06-15,0.8663
166,2021-06-16,0.832
167,2021-06-17,0.8419
168,2021-06-18,0.7972
169,2021-06-19,0.7582
170,2021-06-20,0.7741
171,2021-06-21,0.6067
172,2021-06-22,0.5468
173,2021-06-23,0.6383
174,2021-06-24,0.6731
175,2021-06-25,0.6111
176,2021-06-26,0.6162
177,2021-06-27,0.6484
178,2021-06-28,0.6444
179,2021-06-29,0.7063
180,2021-06-30,0.7063
181,2021-07-01,0.6591
182,2021-07-02,0.6556
183,2021-07-03,0.6732
184,2021-07-04,0.696
185,2021-07-05,0.6526
186,2021-07-06,0.6648
187,2021-07-07,0.6522
188,2021-07-08,0.6215
189,2021-07-09,0.6369
190,2021-07-10,0.6246
191,2021-07-11,0.6364
192,2021-07-12,0.6288
193,2021-07-13,0.6192
194,2021-07-14,0.6197
195,2021-07-15,0.5979
196,2021-07-16,0.5893
197,2021-07-17,0.5821
198,2021-07-18,0.5866
199,2021-07-19,0.557
200,2021-07-20,0.5284
201,2021-07-21,0.5719
202,2021-07-22,0.592
203,2021-07-23,0.6091
204,2021-07-24,0.6085
205,2021-07-25,0.6069
206,2021-07-26,0.6234
207,2021-07-27,0.6451
208,2021-07-28,0.7327
209,2021-07-29,0.7488
210,2021-07-30,0.7521
211,2021-07-31,0.746
212,2021-08-01,0.7242
213,2021-08-02,0.738
214,2021-08-03,0.7136
215,2021-08-04,0.731
216,2021-08-05,0.7327
217,2021-08-06,0.7474
218,2021-08-07,0.8162
219,2021-08-08,0.7788
220,2021-08-09,0.817
221,2021-08-10,0.8511
222,2021-08-11,1.0105
223,2021-08-12,0.966
224,2021-08-13,1.0901
225,2021-08-14,1.2791
226,2021-08-15,1.2839
227,2021-08-16,1.1855
228,2021-08-17,1.0978
229,2021-08-18,1.1431
230,2021-08-19,1.2347
231,2021-08-20,1.2629
232,2021-08-21,1.2158
233,2021-08-22,1.226
234,2021-08-23,1.2457
235,2021-08-24,1.1353
236,2021-08-25,1.1735
237,2021-08-26,1.0712
238,2021-08-27,1.1918
239,2021-08-28,1.1459
240,2021-08-29,1.1408
241,2021-08-30,1.1002
242,2021-08-31,1.1856
243,2021-09-01,1.2362
244,2021-09-02,1.2533
245,2021-09-03,1.2907
246,2021-09-04,1.2548
247,2021-09-05,1.3076
248,2021-09-06,1.3894
249,2021-09-07,1.1292
250,2021-09-08,1.0998
251,2021-09-09,1.0868
252,2021-09-10,1.0552
253,2021-09-11,1.0787
254,2021-09-12,1.1181
255,2021-09-13,1.0643
256,2021-09-14,1.0963
257,2021-09-15,1.1207
258,2021-09-16,1.0902
259,2021-09-17,1.0661
260,2021-09-18,1.0751
261,2021-09-19,1.0483
262,2021-09-20,0.9216
263,2021-09-21,0.8743
264,2021-09-22,1.0033
265,2021-09-23,1.0016
266,2021-09-24,0.944
267,2021-09-25,0.94
268,2021-09-26,0.9436
269,2021-09-27,0.9218
270,2021-09-28,0.8928
271,2021-09-29,0.9268
272,2021-09-30,0.9533
273,2021-10-01,1.0422
274,2021-10-02,1.0359
275,2021-10-03,1.0552
276,2021-10-04,1.0425
277,2021-10-05,1.0839
278,2021-10-06,1.0765
279,2021-10-07,1.0678
280,2021-10-08,1.0636
281,2021-10-09,1.1604
282,2021-10-10,1.1352
283,2021-10-11,1.1364
284,2021-10-12,1.1018
285,2021-10-13,1.1275
286,2021-10-14,1.1336
287,2021-10-15,1.1413
288,2021-10-16,1.1343
289,2021-10-17,1.0944
290,2021-10-18,1.0827
291,2021-10-19,1.0911
292,2021-10-20,1.1455
293,2021-10-21,1.0886
294,2021-10-22,1.0885
295,2021-10-23,1.0934
296,2021-10-24,1.0821
297,2021-10-25,1.0951
298,2021-10-26,1.1075
299,2021-10-27,0.995
300,2021-10-28,1.0579
301,2021-10-29,1.0825
302,2021-10-30,1.0846
303,2021-10-31,1.1128
304,2021-11-01,1.0915
305,2021-11-02,1.1349
306,2021-11-03,1.2101
307,2021-11-04,1.2004
308,2021-11-05,1.1581
309,2021-11-06,1.151
310,2021-11-07,1.2198
311,2021-11-08,1.2815
312,2021-11-09,1.2571
313,2021-11-10,1.1902
314,2021-11-11,1.2142
315,2021-11-12,1.1883
316,2021-11-13,1.1892
317,2021-11-14,1.1879
318,2021-11-15,1.172
319,2021-11-16,1.0877
320,2021-11-17,1.0953
321,2021-11-18,1.0406
322,2021-11-19,1.0892
323,2021-11-20,1.0965
324,2021-11-21,1.0569
325,2021-11-22,1.0354
326,2021-11-23,1.0661
327,2021-11-24,1.0326
328,2021-11-25,1.0438
329,2021-11-26,0.9394
330,2021-11-27,0.9452
331,2021-11-28,0.9687
332,2021-11-29,0.9898
333,2021-11-30,0.9983
334,2021-12-01,0.9899
335,2021-12-02,0.9716
336,2021-12-03,0.9211
337,2021-12-04,0.8449
338,2021-12-05,0.8045
339,2021-12-06,0.8255
340,2021-12-07,0.8154
341,2021-12-08,0.8622
342,2021-12-09,0.8583
343,2021-12-10,0.7992
344,2021-12-11,0.8392
345,2021-12-12,0.8393
346,2021-12-13,0.7818
347,2021-12-14,0.8103
348,2021-12-15,0.8262
349,2021-12-16,0.8051
350,2021-12-17,0.7966
351,2021-12-18,0.8262
352,2021-12-19,0.835
353,2021-12-20,0.8798
354,2021-12-21,0.9467
355,2021-12-22,0.9537
356,2021-12-23,0.9941
357,2021-12-24,0.9115
358,2021-12-25,0.9252
359,2021-12-26,0.92
360,2021-12-27,0.9269
361,2021-12-28,0.8515
362,2021-12-29,0.8171
363,2021-12-30,0.8386
364,2021-12-31,0.8297
365,2022-01-01,0.8507
366,2022-01-02,0.8586
367,2022-01-03,0.8324
368,2022-01-04,0.8228
369,2022-01-05,0.7726
370,2022-01-06,0.7791
371,2022-01-07,0.7634
372,2022-01-08,0.7452
373,2022-01-09,0.753
374,2022-01-10,0.7399
375,2022-01-11,0.7703
376,2022-01-12,0.7987
377,2022-01-13,0.768
378,2022-01-14,0.7732
379,2022-01-15,0.7791
380,2022-01-16,0.7784
381,2022-01-17,0.7617
382,2022-01-18,0.7509
383,2022-01-19,0.7381
384,2022-01-20,0.7199
385,2022-01-21,0.6368
386,2022-01-22,0.5966
387,2022-01-23,0.6283
388,2022-01-24,0.6118
389,2022-01-25,0.618
390,2022-01-26,0.6193
391,2022-01-27,0.6088
392,2022-01-28,0.6111
393,2022-01-29,0.6174
394,2022-01-30,0.6013
395,2022-01-31,0.6174
396,2022-02-01,0.6284
397,2022-02-02,0.6006
398,2022-02-03,0.6102
399,2022-02-04,0.6555
400,2022-02-05,0.6656
401,2022-02-06,0.6825
402,2022-02-07,0.8314
403,2022-02-08,0.8763
404,2022-02-09,0.8697
405,2022-02-10,0.8253
406,2022-02-11,0.7591
407,2022-02-12,0.8223
408,2022-02-13,0.8057
409,2022-02-14,0.8012
410,2022-02-15,0.8515
411,2022-02-16,0.8366
412,2022-02-17,0.769
413,2022-02-18,0.784
414,2022-02-19,0.8215
415,2022-02-20,0.7769
416,2022-02-21,0.7018
417,2022-02-22,0.7209
418,2022-02-23,0.6967
419,2022-02-24,0.6963
420,2022-02-25,0.7699
421,2022-02-26,0.7508
422,2022-02-27,0.7215
423,2022-02-28,0.7809
424,2022-03-01,0.7839
425,2022-03-02,0.7687
426,2022-03-03,0.7515
427,2022-03-04,0.7127
428,2022-03-05,0.754
429,2022-03-06,0.7251
430,2022-03-07,0.7197
431,2022-03-08,0.7207
432,2022-03-09,0.7658
433,2022-03-10,0.7361
434,2022-03-11,0.8029
435,2022-03-12,0.7857
436,2022-03-13,0.7602
437,2022-03-14,0.7748
438,2022-03-15,0.7657
439,2022-03-16,0.7919
440,2022-03-17,0.7935
441,2022-03-18,0.7965
442,2022-03-19,0.8194
443,2022-03-20,0.8057
444,2022-03-21,0.8373
445,2022-03-22,0.8366
446,2022-03-23,0.8376
447,2022-03-24,0.8428
448,2022-03-25,0.8239
449,2022-03-26,0.8327
450,2022-03-27,0.858
451,2022-03-28,0.8641
452,2022-03-29,0.8577
453,2022-03-30,0.8613
454,2022-03-31,0.8148
455,2022-04-01,0.8277
456,2022-04-02,0.824
457,2022-04-03,0.8432
458,2022-04-04,0.826
459,2022-04-05,0.8164
460,2022-04-06,0.7595
461,2022-04-07,0.7871
462,2022-04-08,0.7549
463,2022-04-09,0.7622
464,2022-04-10,0.7543
465,2022-04-11,0.6948
466,2022-04-12,0.7152
467,2022-04-13,0.7232
468,2022-04-14,0.7262
469,2022-04-15,0.7858
470,2022-04-16,0.7808
471,2022-04-17,0.7519
472,2022-04-18,0.7699
473,2022-04-19,0.7749
474,2022-04-20,0.7517
475,2022-04-21,0.7328
476,2022-04-22,0.7179
477,2022-04-23,0.7057
478,2022-04-24,0.6981
479,2022-04-25,0.6931
480,2022-04-26,0.642
481,2022-04-27,0.6522
482,2022-04-28,0.6428
483,2022-04-29,0.6116
484,2022-04-30,0.5845
485,2022-05-01,0.607
486,2022-05-02,0.6143
487,2022-05-03,0.6047
488,2022-05-04,0.6459
489,2022-05-05,0.5981
490,2022-05-06,0.6022
491,2022-05-07,0.5808
492,2022-05-08,0.5662
493,2022-05-09,0.4873
494,2022-05-10,0.513
495,2022-05-11,0.4172
496,2022-05-12,0.3856
497,2022-05-13,0.4228
498,2022-05-14,0.4262
499,2022-05-15,0.4481
500,2022-05-16,0.4231
