,Date,Close
0,2021-01-01,0.01777
1,2021-01-02,0.01904
2,2021-01-03,0.01997
3,2021-01-04,0.02468
4,2021-01-05,0.0244
5,2021-01-06,0.03555
6,2021-01-07,0.03297
7,2021-01-08,0.03159
8,2021-01-09,0.03346
9,2021-01-10,0.03024
10,2021-01-11,0.02593
11,2021-01-12,0.02609
12,2021-01-13,0.02992
13,2021-01-14,0.03286
14,2021-01-15,0.03402
15,2021-01-16,0.03271
16,2021-01-17,0.03416
17,2021-01-18,0.03612
18,2021-01-19,0.03229
19,2021-01-20,0.03443
20,2021-01-21,0.0286
21,2021-01-22,0.03119
22,2021-01-23,0.03403
23,2021-01-24,0.0331
24,2021-01-25,0.03273
25,2021-01-26,0.0433
26,2021-01-27,0.04175
27,2021-01-28,0.03856
28,2021-01-29,0.04016
29,2021-01-30,0.03999
30,2021-01-31,0.03831
31,2021-02-01,0.0409
32,2021-02-02,0.04105
33,2021-02-03,0.04382
34,2021-02-04,0.04737
35,2021-02-05,0.05481
36,2021-02-06,0.0525
37,2021-02-07,0.06646
38,2021-02-08,0.07118
39,2021-02-09,0.09864
40,2021-02-10,0.11585
41,2021-02-11,0.12333
42,2021-02-12,0.12071
43,2021-02-13,0.1115
44,2021-02-14,0.10002
45,2021-02-15,0.10717
46,2021-02-16,0.10899
47,2021-02-17,0.11213
48,2021-02-18,0.12214
49,2021-02-19,0.15327
50,2021-02-20,0.14443
51,2021-02-21,0.16231
52,2021-02-22,0.15217
53,2021-02-23,0.13672
54,2021-02-24,0.1602
55,2021-02-25,0.17564
56,2021-02-26,0.19036
57,2021-02-27,0.1971
58,2021-02-28,0.2329
59,2021-03-01,0.2501
60,2021-03-02,0.23264
61,2021-03-03,0.22302
62,2021-03-04,0.19877
63,2021-03-05,0.21233
64,2021-03-06,0.21215
65,2021-03-07,0.21235
66,2021-03-08,0.21746
67,2021-03-09,0.299
68,2021-03-10,0.28678
69,2021-03-11,0.40884
70,2021-03-12,0.41354
71,2021-03-13,0.42474
72,2021-03-14,0.38043
73,2021-03-15,0.3911
74,2021-03-16,0.37275
75,2021-03-17,0.40081
76,2021-03-18,0.38919
77,2021-03-19,0.40991
78,2021-03-20,0.38276
79,2021-03-21,0.38016
80,2021-03-22,0.34594
81,2021-03-23,0.32987
82,2021-03-24,0.32213
83,2021-03-25,0.30078
84,2021-03-26,0.33668
85,2021-03-27,0.33195
86,2021-03-28,0.34624
87,2021-03-29,0.38456
88,2021-03-30,0.37122
89,2021-03-31,0.35995
90,2021-04-01,0.36343
91,2021-04-02,0.38249
92,2021-04-03,0.35134
93,2021-04-04,0.36072
94,2021-04-05,0.37011
95,2021-04-06,0.37426
96,2021-04-07,0.33755
97,2021-04-08,0.3559
98,2021-04-09,0.36713
99,2021-04-10,0.35775
100,2021-04-11,0.3692
101,2021-04-12,0.35732
102,2021-04-13,0.42281
103,2021-04-14,0.41376
104,2021-04-15,0.43962
105,2021-04-16,0.43532
106,2021-04-17,0.40185
107,2021-04-18,0.36329
108,2021-04-19,0.3254
109,2021-04-20,0.34227
110,2021-04-21,0.35664
111,2021-04-22,0.34929
112,2021-04-23,0.3815
113,2021-04-24,0.35421
114,2021-04-25,0.38426
115,2021-04-26,0.53696
116,2021-04-27,0.8284
117,2021-04-28,0.777
118,2021-04-29,0.89196
119,2021-04-30,0.82066
120,2021-05-01,0.78531
121,2021-05-02,0.82132
122,2021-05-03,0.79482
123,2021-05-04,0.70375
124,2021-05-05,0.80978
125,2021-05-06,0.76126
126,2021-05-07,0.75002
127,2021-05-08,0.84888
128,2021-05-09,0.96945
129,2021-05-10,0.8747
130,2021-05-11,1.06343
131,2021-05-12,1.05098
132,2021-05-13,1.05366
133,2021-05-14,1.47376
134,2021-05-15,1.59501
135,2021-05-16,1.72443
136,2021-05-17,1.72678
137,2021-05-18,2.44124
138,2021-05-19,1.61982
139,2021-05-20,1.83289
140,2021-05-21,1.4835
141,2021-05-22,1.1907
142,2021-05-23,1.0731
143,2021-05-24,1.74861
144,2021-05-25,1.93463
145,2021-05-26,2.20646
146,2021-05-27,2.03704
147,2021-05-28,1.81759
148,2021-05-29,1.69553
149,2021-05-30,1.86437
150,2021-05-31,1.87126
151,2021-06-01,1.82485
152,2021-06-02,1.7996
153,2021-06-03,1.82434
154,2021-06-04,1.63024
155,2021-06-05,1.52665
156,2021-06-06,1.58189
157,2021-06-07,1.48478
158,2021-06-08,1.47931
159,2021-06-09,1.49033
160,2021-06-10,1.36286
161,2021-06-11,1.2507
162,2021-06-12,1.33727
163,2021-06-13,1.46641
164,2021-06-14,1.54737
165,2021-06-15,1.62868
166,2021-06-16,1.4786
167,2021-06-17,1.50324
